商户订单号,发生时间,收入金额（+元）,支出金额（-元）,帐务类型,备注
180402-542865160962348,2018/4/18 15:22,0.6,0,优惠券结算,交易成功优惠券支付金额结算
180403-286398236802845,2018/4/18 15:22,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-268253167361809,2018/4/18 15:22,3,0,优惠券结算,交易成功优惠券支付金额结算
180402-452297448963841,2018/4/18 15:21,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180402-520176765440703,2018/4/18 15:21,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180403-292593994243246,2018/4/18 15:21,0.68,0,优惠券结算,交易成功优惠券支付金额结算
180403-339639610883226,2018/4/18 15:21,0.7,0,优惠券结算,交易成功优惠券支付金额结算
180403-335469468161666,2018/4/18 15:21,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-126437886723712,2018/4/18 15:21,0.76,0,优惠券结算,交易成功优惠券支付金额结算
180403-311231015042167,2018/4/18 15:21,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-243656199680126,2018/4/18 15:21,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-184873706243193,2018/4/18 15:21,3,0,优惠券结算,交易成功优惠券支付金额结算
180408-391601656320009,2018/4/18 14:09,2,0,优惠券结算,交易成功优惠券支付金额结算
180418-339516662400175,2018/4/18 13:33,0,-5.88,优惠券结算,退款扣除优惠券支付金额
180418-339516662400175,2018/4/18 13:33,5.88,0,优惠券结算,交易成功优惠券支付金额结算
180415-516684355204070,2018/4/18 13:00,3,0,优惠券结算,交易成功优惠券支付金额结算
180411-254458929280524,2018/4/18 9:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-484646967052589,2018/4/18 8:51,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180407-484646967052589,2018/4/18 8:51,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180408-214289375360451,2018/4/18 8:50,0,-0.74,优惠券结算,退款扣除优惠券支付金额
180408-214289375360451,2018/4/18 8:50,0.74,0,优惠券结算,交易成功优惠券支付金额结算
180406-267858844160465,2018/4/18 8:47,0,-3,优惠券结算,退款补用户优惠券
180406-267858844160465,2018/4/18 8:47,3,0,优惠券结算,交易成功优惠券支付金额结算
180413-416213905921042,2018/4/17 22:53,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-365451569283835,2018/4/17 16:45,3,0,优惠券结算,交易成功优惠券支付金额结算
180414-332242706560187,2018/4/17 16:28,0.72,0,优惠券结算,交易成功优惠券支付金额结算
180401-523144963840135,2018/4/17 16:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180401-495101084801097,2018/4/17 16:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180401-392614157441582,2018/4/17 16:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180401-534643982083597,2018/4/17 16:10,5,0,优惠券结算,交易成功优惠券支付金额结算
180401-544219225603596,2018/4/17 16:10,0.72,0,优惠券结算,交易成功优惠券支付金额结算
180402-353357653760496,2018/4/17 16:10,0.73,0,优惠券结算,交易成功优惠券支付金额结算
180401-412100518403996,2018/4/17 16:10,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180402-332178256642412,2018/4/17 16:10,5,0,优惠券结算,交易成功优惠券支付金额结算
180401-443752538241842,2018/4/17 16:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180401-425168186881238,2018/4/17 16:10,0.77,0,优惠券结算,交易成功优惠券支付金额结算
180401-434359093763246,2018/4/17 16:10,3,0,优惠券结算,交易成功优惠券支付金额结算
180401-483017659523257,2018/4/17 16:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-540060510722960,2018/4/17 13:03,0,-3,优惠券结算,退款补用户优惠券
180406-540060510722960,2018/4/17 13:03,3,0,优惠券结算,交易成功优惠券支付金额结算
180411-497212322563511,2018/4/16 20:19,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-278243817603947,2018/4/16 16:23,0,-10,优惠券结算,退款补用户优惠券
180406-278243817603947,2018/4/16 16:23,10,0,优惠券结算,交易成功优惠券支付金额结算
180331-512015669760505,2018/4/16 16:13,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180331-410894262403023,2018/4/16 16:13,10,0,优惠券结算,交易成功优惠券支付金额结算
180331-521635428483995,2018/4/16 16:13,0.31,0,优惠券结算,交易成功优惠券支付金额结算
180331-340007990401131,2018/4/16 16:12,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-532414594560956,2018/4/16 11:23,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180404-532414594560956,2018/4/16 11:23,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180404-269589593601259,2018/4/16 11:23,3,0,优惠券结算,交易成功优惠券支付金额结算
180407-495459705602935,2018/4/16 6:39,0,-3,优惠券结算,退款补用户优惠券
180407-495459705602935,2018/4/16 6:39,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-512024088320022,2018/4/16 2:13,0,-3,优惠券结算,退款补用户优惠券
180404-512024088320022,2018/4/16 2:13,3,0,优惠券结算,交易成功优惠券支付金额结算
